"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217"
"image_1723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060241,0,0,0.0060241,0,0,0,0,0,0,0,0,0,0,0,0,0.0060241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1724",0,0.00078802,0,0,0,0,0.00078802,0.001576,0,0,0,0,0,0,0,0,0,0,0.0031521,0.001576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031521,0,0,0,0,0,0,0,0,0,0,0.00078802,0,0,0,0,0,0.0023641,0,0,0.00078802,0,0,0,0,0.0023641,0,0.00078802,0.001576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078802,0,0.01576,0,0,0,0,0,0,0,0.00078802,0,0.012608,0.0023641,0,0,0,0,0,0,0.00078802,0,0,0,0,0,0.00078802,0,0,0,0,0,0,0,0.00078802,0.0031521,0,0.001576,0.001576,0,0,0,0.001576,0.0023641,0,0.00078802,0,0,0,0,0,0,0,0.00078802,0,0,0,0,0,0,0,0,0,0,0.00078802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078802,0,0.0055161,0,0,0,0,0,0,0,0.00078802,0,0.00078802,0,0.00078802,0,0,0.00078802,0,0,0.0031521,0.00078802,0,0.00078802,0,0,0,0.00078802,0.00078802,0,0,0,0,0.001576,0.00078802,0,0,0.00078802,0,0,0,0,0,0,0.001576,0,0,0,0,0,0.00078802,0
"image_1725",0.001269,0.001269,0,0.001269,0,0,0,0,0,0,0,0,0,0,0.001269,0,0,0,0,0,0,0,0,0,0,0.0025381,0,0,0,0,0,0,0,0.001269,0,0,0,0,0.001269,0,0,0.001269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001269,0.001269,0,0,0,0,0.001269,0,0,0,0.001269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001269,0,0,0,0,0.001269,0,0,0,0,0,0,0,0.001269,0,0,0,0,0,0,0,0,0,0,0.001269,0,0.001269,0.001269,0,0,0,0,0,0.0050761,0.0038071,0,0,0,0,0,0,0,0,0,0,0,0,0.001269,0,0,0,0,0.001269,0,0,0,0,0,0,0,0.0025381,0,0,0,0,0,0,0,0.001269,0,0.001269,0,0,0,0,0,0,0.0025381,0,0.001269,0,0.001269,0,0,0,0,0,0,0,0,0,0.0038071,0.001269,0.001269,0,0.0025381,0,0,0,0,0,0,0,0,0,0,0.001269,0,0,0,0,0,0,0,0,0,0,0,0,0.001269,0,0.001269,0,0,0,0,0
"image_1726",0,0,0,0,0,0,0.0017778,0,0,0,0.0017778,0,0,0.00088889,0,0,0,0,0.0035556,0,0.00088889,0,0.0017778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00088889,0,0.00088889,0,0,0,0,0,0,0,0,0,0,0.00088889,0,0,0,0,0,0,0,0,0,0.00088889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026667,0,0.00088889,0,0.00088889,0,0,0,0,0,0,0.00088889,0,0.00088889,0.00088889,0.0088889,0,0,0,0,0,0,0,0.00088889,0,0.00088889,0.00088889,0,0,0,0,0,0,0,0,0,0,0.00088889,0,0,0,0,0,0,0,0.0026667,0,0,0.00088889,0,0,0,0,0,0.00088889,0,0.00088889,0,0,0,0,0,0.00088889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026667,0,0,0,0,0,0.0017778,0,0.00088889,0,0,0,0.012444,0,0.0017778,0.00088889,0,0,0.00088889,0,0,0,0,0,0,0.00088889,0,0,0,0,0.00088889,0.00088889,0.00088889,0,0,0.00088889,0,0,0,0,0,0.00088889,0,0.00088889,0.00088889,0,0,0,0.00088889,0,0,0,0.00088889,0,0.0017778,0.00088889,0,0,0,0.00088889,0,0
"image_1727",0,0,0.00091158,0,0,0,0,0,0,0,0,0,0,0,0,0.00091158,0,0,0.006381,0,0,0,0.0018232,0,0.00091158,0,0,0,0,0,0,0.00091158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00091158,0,0.00091158,0,0,0,0,0,0,0.00091158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018232,0.0018232,0,0,0,0,0,0,0,0,0,0,0.00091158,0,0,0,0,0.00091158,0,0,0,0,0,0,0.006381,0,0,0.00091158,0,0,0,0,0,0,0.00091158,0,0.00091158,0.00091158,0,0,0,0,0,0.0045579,0,0,0.0027347,0,0,0,0,0.00091158,0,0,0,0,0,0,0,0.00091158,0,0,0,0,0,0,0,0,0,0,0,0,0.00091158,0,0,0.0018232,0,0,0,0,0,0,0,0,0,0,0,0.05196,0,0.00091158,0,0,0.00091158,0,0,0.00091158,0,0,0,0,0.00091158,0,0.00091158,0,0.0018232,0,0,0,0,0,0.00091158,0,0,0,0,0,0,0,0,0,0.00091158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1728",0.0017544,0.0017544,0,0,0,0,0,0,0.0017544,0,0,0,0,0.0035088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017544,0,0,0,0,0,0,0.0017544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017544,0,0,0,0,0,0,0,0,0.0017544,0,0,0,0,0,0,0,0,0,0.0035088,0,0,0,0,0.0070175,0,0,0,0,0,0.0017544,0,0,0,0.036842,0,0,0,0,0,0,0,0.0017544,0,0,0.0035088,0,0,0,0,0,0,0,0,0,0,0,0,0.0017544,0,0,0,0.0017544,0,0.0017544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017544,0,0,0,0,0,0,0,0,0,0,0.0017544,0.0017544,0,0,0,0,0,0,0,0,0,0,0,0,0.0017544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035088,0,0.0017544,0.0017544,0,0,0,0,0,0,0,0,0,0.0035088,0.0035088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1729",0,0,0,0,0,0,0,0,0,0.0017482,0,0.0017482,0,0,0,0.0017482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034965,0,0,0,0,0,0,0,0,0.0017482,0,0,0,0,0,0.012238,0,0.0017482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017482,0.0034965,0,0,0,0,0,0,0.0034965,0,0.0017482,0,0,0,0,0,0.0017482,0,0,0.0017482,0,0,0,0,0.0017482,0,0,0,0,0,0,0.0017482,0,0,0,0,0,0,0,0,0,0,0,0.0017482,0,0,0,0,0,0.0017482,0,0,0.0052447,0,0.0017482,0,0,0,0,0,0,0,0,0,0.0017482,0,0,0,0,0,0,0,0,0.0052447,0,0,0,0,0,0,0,0,0,0.0017482,0,0,0,0,0,0.0017482,0,0,0,0,0,0,0,0,0,0.0017482,0,0
"image_1730",0.0013755,0,0,0.0013755,0,0.0013755,0,0,0,0,0,0,0,0.00068776,0,0,0,0,0.002751,0,0,0,0,0,0,0.00068776,0,0,0,0,0,0.00068776,0,0,0,0,0,0.00068776,0,0,0,0,0,0,0,0,0.00068776,0,0,0,0,0,0,0,0,0,0,0,0,0.00068776,0,0,0.00068776,0,0.0013755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00068776,0,0,0,0,0,0,0,0,0.00068776,0.0013755,0.0041265,0,0,0,0,0,0,0,0.0020633,0,0.00068776,0.0013755,0,0,0.00068776,0,0,0,0,0.0020633,0,0,0,0.0020633,0,0,0.0013755,0,0,0,0.0082531,0,0,0.0013755,0,0,0,0,0.00068776,0,0,0,0,0,0,0,0,0,0.00068776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00068776,0,0,0,0,0,0,0,0.00068776,0,0,0,0.033012,0,0,0,0.00068776,0,0,0.00068776,0.0013755,0,0,0,0,0.0013755,0,0,0,0.00068776,0.0013755,0,0,0.0013755,0,0,0.00068776,0,0.00068776,0,0,0,0.00068776,0.00068776,0.00068776,0,0,0.00068776,0.00068776,0,0,0,0,0,0.0013755,0,0.00068776,0.0013755,0,0.00068776,0,0
"image_1731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014535,0.0014535,0,0,0,0,0.002907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014535,0,0,0,0,0,0,0,0,0,0,0.002907,0,0.0014535,0,0,0,0,0,0.0014535,0,0.0014535,0.0014535,0,0,0.0014535,0,0,0,0,0,0,0,0,0.002907,0,0.002907,0.0014535,0,0,0,0.0043605,0,0,0,0,0,0,0,0.0014535,0.0014535,0,0,0,0,0.0014535,0.0014535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014535,0,0,0,0,0,0.0072675,0,0,0,0,0,0.014535,0,0.0014535,0,0,0,0,0,0,0.002907,0,0,0,0,0,0,0.002907,0,0,0,0,0,0,0,0.0014535,0,0.0043605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1732",0,0.0017986,0,0,0,0,0.0017986,0,0.0017986,0,0,0,0,0,0,0,0,0,0.0017986,0,0,0,0,0,0,0,0,0,0,0,0,0.0017986,0.0017986,0.0017986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017986,0,0,0,0,0,0.0017986,0,0,0,0,0,0.0017986,0.0017986,0,0,0,0,0,0,0,0,0,0.0035971,0,0,0,0.0017986,0,0,0,0,0,0,0,0,0,0.0017986,0,0,0,0,0,0.0017986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017986,0,0,0,0,0.0035971,0,0,0,0.0017986,0,0,0,0,0,0,0,0.0017986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1733",0,0,0,0.001292,0,0,0.001292,0,0,0,0,0,0,0.001292,0,0,0,0,0.0077519,0,0,0,0,0.001292,0.001292,0,0,0,0,0.001292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001292,0,0.001292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001292,0.001292,0.002584,0,0,0,0,0,0.001292,0,0,0.005168,0.005168,0.001292,0,0,0,0,0,0,0,0,0.001292,0,0,0.001292,0,0,0,0,0,0,0,0.001292,0,0.002584,0,0,0,0,0.001292,0,0.001292,0,0,0,0,0,0,0,0,0.001292,0,0,0,0,0.001292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021964,0,0.001292,0,0,0,0,0,0,0,0,0,0.001292,0,0,0.001292,0,0,0.001292,0,0,0,0,0.001292,0.002584,0.001292,0,0,0,0,0,0.001292,0,0,0,0.001292,0,0,0,0,0.001292,0,0,0,0,0,0,0,0.001292,0
"image_1734",0,0,0,0,0,0.0027548,0,0,0,0,0,0,0,0,0,0,0,0,0.0027548,0,0.0027548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055097,0.0027548,0,0,0.0027548,0,0,0,0,0.0027548,0,0,0.0027548,0,0,0,0.0027548,0,0,0,0,0,0.0027548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027548,0,0,0,0,0,0,0,0,0,0,0,0.022039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027548,0,0,0,0,0,0,0,0,0,0,0.0027548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055097,0.0027548,0
"image_1735",0,0.0033445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016722,0,0,0,0,0,0,0,0,0,0,0,0,0.0016722,0,0,0,0,0,0.0016722,0.0016722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016722,0.0016722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033445,0,0,0.0016722,0,0,0.0033445,0.0033445,0,0,0,0,0,0,0,0,0,0,0.0016722,0,0,0.0016722,0,0,0,0,0,0,0,0.0016722,0.0050167,0,0,0.0016722,0,0,0.0016722,0.0066889,0,0,0.0033445,0,0,0,0.0016722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016722,0,0,0,0,0,0,0.0016722,0,0,0,0,0,0,0,0.0016722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016722,0,0,0,0,0,0,0,0,0,0,0,0,0.0016722,0,0,0,0.0016722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1736",0,0,0,0,0,0,0,0,0.0013158,0,0,0,0,0,0,0.0013158,0.0013158,0,0.0026316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013158,0,0,0,0,0.0026316,0,0,0,0,0,0,0.0013158,0,0,0,0,0,0,0,0,0,0,0,0,0.0013158,0,0,0,0,0,0.0013158,0,0,0,0,0,0,0.0013158,0,0,0,0,0,0,0.0039474,0,0,0,0,0,0,0,0.0013158,0,0,0,0,0,0,0.010526,0,0,0,0,0,0,0,0,0,0.0026316,0.0052632,0,0,0.0026316,0,0,0,0,0.0013158,0,0,0,0.0039474,0,0,0,0,0,0,0.0013158,0,0.0013158,0.0039474,0.0013158,0,0,0,0.0013158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013158,0,0,0,0,0,0,0,0,0,0,0,0.0026316,0,0,0,0,0,0.0013158,0,0.0013158,0,0,0,0,0,0,0,0,0,0,0,0.0013158,0.0013158,0,0.0013158,0,0,0,0,0.0013158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013158,0.0013158,0,0
"image_1737",0.00052192,0.00052192,0.00052192,0.00052192,0,0.00052192,0.00052192,0.00052192,0.0010438,0.0010438,0,0,0,0,0,0,0,0,0.00052192,0,0,0,0,0.00052192,0,0.00052192,0,0,0,0,0,0,0,0,0,0,0,0,0.00052192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015658,0.00052192,0.00052192,0.00052192,0,0.00052192,0.00052192,0,0.0010438,0,0,0,0,0,0,0,0.00052192,0,0,0,0,0,0,0,0,0,0.00052192,0,0.00052192,0.0010438,0.00052192,0.00052192,0,0,0.00052192,0,0,0.0010438,0,0.00052192,0,0.00052192,0,0,0.00052192,0,0,0,0,0.00052192,0.0015658,0.00052192,0,0,0,0.0010438,0,0,0.00052192,0.0026096,0.0015658,0,0.00052192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052192,0,0,0,0,0,0.00052192,0,0,0.00052192,0.0010438,0,0.0015658,0,0,0,0,0,0,0,0,0,0,0,0,0.0015658,0,0.00052192,0,0,0.00052192,0.00052192,0.00052192,0.00052192,0,0,0.00052192,0,0,0,0,0,0,0.0010438,0.0015658,0,0,0.00052192,0,0.00052192,0,0,0,0,0.00052192,0.00052192,0,0,0,0,0.00052192,0
"image_1738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049261,0.0049261,0,0,0,0,0,0,0,0,0,0,0,0.0049261,0,0,0,0,0,0,0,0,0,0.0049261,0.0049261,0,0.0049261,0,0,0,0,0,0,0,0,0,0.0098522,0,0,0,0,0,0,0.0098522,0,0,0.0098522,0,0,0,0,0.0049261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024631,0,0.0049261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049261,0,0,0,0,0,0,0,0,0.0098522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1739",0,0,0,0,0,0,0,0.0007353,0,0,0,0,0,0.0007353,0,0.0007353,0,0,0,0,0,0,0.0007353,0.0007353,0.0014706,0.0044118,0,0,0,0,0,0,0,0,0,0,0,0.0022059,0.0014706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007353,0,0.0007353,0,0,0,0,0.0007353,0.0007353,0,0.0007353,0.0007353,0,0,0,0,0,0,0,0,0,0,0,0.0007353,0,0.0022059,0.0007353,0.0007353,0,0,0,0,0.0007353,0,0.0014706,0,0.016912,0.0014706,0.0007353,0,0,0,0,0,0,0,0,0.0014706,0,0,0,0.0007353,0,0.0007353,0,0,0.0007353,0,0.0007353,0.0029412,0.0007353,0,0.0014706,0,0.0014706,0,0.0066177,0.0007353,0,0.0014706,0,0,0,0,0.0007353,0,0,0,0,0,0,0.0007353,0.0007353,0,0,0,0,0,0,0,0,0,0,0,0.0007353,0,0,0,0.0007353,0,0,0.0007353,0,0,0.0007353,0,0,0,0,0,0.0014706,0,0,0,0.0007353,0,0.0007353,0,0,0,0.0007353,0,0,0.0007353,0,0,0,0,0.0007353,0,0,0,0,0,0.0007353,0,0,0,0,0,0,0.0007353,0,0,0,0.0007353,0.0007353,0,0,0,0,0,0,0.0007353,0,0,0,0,0,0
"image_1740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037594,0,0,0,0,0,0,0,0,0,0.0037594,0,0,0.0037594,0,0.0037594,0,0,0,0,0,0,0,0,0.0037594,0,0.0037594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037594,0,0,0,0,0,0,0,0,0,0,0,0.0037594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063291,0,0,0,0,0,0,0,0,0,0,0,0.0063291,0.0063291,0,0,0,0,0,0,0,0,0,0.0063291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012658,0,0,0.0063291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063291,0,0,0,0,0,0,0,0,0,0,0.0063291,0,0
"image_1742",0,0.0032787,0.0032787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032787,0,0,0,0,0,0,0,0.0032787,0,0.0032787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065574,0,0,0.0032787,0,0,0,0.0032787,0,0.0032787,0,0,0,0,0,0.0032787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032787,0,0,0,0,0,0,0,0,0.0032787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032787,0,0
"image_1743",0.00054112,0.00054112,0.00054112,0.00054112,0,0,0.00054112,0,0,0.00054112,0,0,0,0.00054112,0,0.00054112,0,0,0.0010822,0,0,0.00054112,0.0016234,0.00054112,0,0,0,0,0,0,0,0,0.00054112,0.00054112,0,0,0,0,0,0,0,0.00054112,0,0,0,0,0,0.00054112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016234,0.00054112,0,0,0,0,0.00054112,0.00054112,0,0,0,0,0,0,0,0,0.00054112,0,0,0,0.00054112,0,0,0,0,0.0016234,0,0,0,0.00054112,0,0,0,0,0,0,0,0,0,0.00054112,0.0016234,0,0.00054112,0,0,0,0.00054112,0.00054112,0.00054112,0,0.00054112,0,0.0032467,0,0.00054112,0.0016234,0,0,0,0.00054112,0,0.00054112,0.0032467,0,0,0,0.00054112,0,0,0,0,0,0,0,0.00054112,0,0.00054112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021645,0,0,0,0,0.00054112,0,0,0,0,0,0.00054112,0,0,0.00054112,0,0.0016234,0,0,0.0010822,0.00054112,0,0,0,0.00054112,0.0010822,0.00054112,0,0.00054112,0.00054112,0,0.00054112,0,0.0010822,0,0,0,0.00054112,0.00054112,0.00054112,0.00054112,0.00054112,0,0.00054112,0.0016234,0,0,0,0,0.0010822,0,0,0,0,0,0,0,0,0,0.0021645,0.00054112,0
"image_1744",0,0,0,0,0,0,0.0048077,0,0,0,0,0,0,0,0,0,0,0,0.0048077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048077,0,0,0,0,0,0,0,0,0,0,0,0.0048077,0,0,0.0048077,0.0048077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048077,0,0,0,0,0,0,0.0096154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1745",0,0,0,0,0,0,0.0016863,0,0,0,0,0,0,0,0,0.0016863,0,0,0,0,0,0,0,0,0,0.0016863,0,0,0,0.0016863,0,0,0.0016863,0,0,0,0,0,0,0,0,0.0016863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016863,0,0.0016863,0,0,0,0,0,0,0.0016863,0,0,0.0016863,0,0,0,0,0,0,0,0,0,0,0.0016863,0,0,0,0,0,0,0,0,0,0.0016863,0,0,0.0033727,0.0016863,0,0,0,0,0,0,0,0.0016863,0.0016863,0,0,0,0,0.0016863,0,0.005059,0.0016863,0,0,0,0,0,0,0.0016863,0.0016863,0,0,0,0,0,0,0.0016863,0,0,0,0,0,0,0,0,0,0,0,0.0016863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005059,0,0.0033727,0.0016863,0,0,0,0,0,0.0033727,0,0,0,0,0,0,0,0.0016863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1746",0,0.002002,0,0,0,0,0,0,0,0,0,0,0,0,0.001001,0,0,0,0,0,0.001001,0,0,0.001001,0,0,0,0,0,0,0,0.003003,0.001001,0,0,0,0,0,0,0.001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001001,0,0,0.001001,0,0,0,0,0,0,0,0,0,0.001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001001,0,0.002002,0,0.001001,0,0,0,0,0,0,0,0,0.001001,0,0,0,0,0,0,0,0,0,0.002002,0,0.003003,0,0.004004,0,0,0.005005,0,0,0,0.001001,0.001001,0,0.001001,0,0,0,0,0.001001,0.001001,0.001001,0,0,0,0,0,0,0,0.001001,0,0,0,0,0,0.001001,0,0,0,0.001001,0,0,0,0.001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001001,0,0.002002,0.002002,0,0,0,0,0.001001,0,0,0.002002,0,0.002002,0,0,0,0,0,0,0.002002,0,0,0,0,0,0,0,0,0,0.001001,0.001001,0,0,0.001001,0.001001,0,0,0,0,0,0,0,0
